"车辆编号","固件版本","车架号","堆栈信息","应用名称","日期","elapse","发生时间"
78720,"XMARTA1ZHD20E5_V1.1.5_20190108201223.62_REV08_USER_Release","LMVHFEFZ1JA880208","
#-main repeat 1
	at com.autonavi.gbl.user.msgpush.IMsgPushService.startListenNative(Native Method)
	at com.autonavi.gbl.user.msgpush.IMsgPushService.startListen(IMsgPushService.java:278)
	at com.xiaopeng.montecarlo.navcore.account.BLMsgPushServiceWrapper.start(BLMsgPushServiceWrapper.java:53)
	at com.xiaopeng.montecarlo.base.MainFragment.onResume(MainFragment.java:301)
	at android.app.Fragment.performResume(Fragment.java:1744)
	at android.app.FragmentManagerImpl.moveToState(FragmentManager.java:924)
	at android.app.FragmentManagerImpl.moveToState(FragmentManager.java:1062)
	at android.app.BackStackRecord.run(BackStackRecord.java:684)
	at android.app.FragmentManagerImpl.execPendingActions(FragmentManager.java:1447)
	at android.app.FragmentManagerImpl$1.run(FragmentManager.java:443)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at com.xiaopeng.lib.bughunter.a.f$1.run(UILooperObserver.java:77)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:136)
	at android.app.ActivityThread.main(ActivityThread.java:5271)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:515)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:805)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:639)
	at dalvik.system.NativeStart.main(Native Method)
#
#-main repeat 1
	at android.view.View.getListenerInfo(View.java:4297)
	at android.view.View.hasListenersForAccessibility(View.java:7267)
	at android.view.View.isImportantForAccessibility(View.java:7189)
	at android.view.ViewGroup.addViewInner(ViewGroup.java:3622)
	at android.view.ViewGroup.addView(ViewGroup.java:3415)
	at android.view.ViewGroup.addView(ViewGroup.java:3391)
	at android.view.LayoutInflater.rInflate(LayoutInflater.java:759)
	at android.view.LayoutInflater.rInflate(LayoutInflater.java:758)
	at android.view.LayoutInflater.inflate(LayoutInflater.java:492)
	at android.view.LayoutInflater.inflate(LayoutInflater.java:397)
	at android.view.LayoutInflater.inflate(LayoutInflater.java:353)
	at com.xiaopeng.montecarlo.views.DetailPoiPopView.<init>(DetailPoiPopView.java:250)
	at com.xiaopeng.montecarlo.views.DetailPoiPopView.<init>(DetailPoiPopView.java:244)
	at java.lang.reflect.Constructor.constructNative(Native Method)
	at java.lang.reflect.Constructor.newInstance(Constructor.java:423)
	at android.view.LayoutInflater.createView(LayoutInflater.java:594)
	at android.view.LayoutInflater.createViewFromTag(LayoutInflater.java:696)
	at android.view.LayoutInflater.rInflate(LayoutInflater.java:755)
	at android.view.LayoutInflater.inflate(LayoutInflater.java:492)
	at android.view.LayoutInflater.inflate(LayoutInflater.java:397)
	at android.view.LayoutInflater.inflate(LayoutInflater.java:353)
	at com.xiaopeng.montecarlo.scenes.mapscene.MapFragment.onCreateView(MapFragment.java:419)
	at android.app.Fragment.performCreateView(Fragment.java:1701)
	at android.app.FragmentManagerImpl.moveToState(FragmentManager.java:890)
	at android.app.FragmentManagerImpl.moveToState(FragmentManager.java:1062)
	at android.app.BackStackRecord.run(BackStackRecord.java:684)
	at android.app.FragmentManagerImpl.execPendingActions(FragmentManager.java:1447)
	at android.app.Fragment.performStart(Fragment.java:1722)
	at android.app.FragmentManagerImpl.moveToState(FragmentManager.java:918)
	at android.app.FragmentManagerImpl.moveToState(FragmentManager.java:1062)
	at android.app.BackStackRecord.run(BackStackRecord.java:684)
	at android.app.FragmentManagerImpl.execPendingActions(FragmentManager.java:1447)
	at android.app.FragmentManagerImpl$1.run(FragmentManager.java:443)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at com.xiaopeng.lib.bughunter.a.f$1.run(UILooperObserver.java:77)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:136)
	at android.app.ActivityThread.main(ActivityThread.java:5271)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:515)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:805)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:639)
	at dalvik.system.NativeStart.main(Native Method)
#
#-main repeat 1
	at android.graphics.BitmapFactory.nativeDecodeAsset(Native Method)
	at android.graphics.BitmapFactory.decodeStream(BitmapFactory.java:594)
	at android.graphics.BitmapFactory.decodeResourceStream(BitmapFactory.java:429)
	at android.graphics.drawable.Drawable.createFromResourceStream(Drawable.java:840)
	at android.content.res.Resources.loadDrawable(Resources.java:2159)
	at android.content.res.TypedArray.getDrawable(TypedArray.java:602)
	at android.view.View.<init>(View.java:3565)
	at android.view.ViewGroup.<init>(ViewGroup.java:470)
	at android.widget.LinearLayout.<init>(LinearLayout.java:176)
