"车辆编号","固件版本","车架号","堆栈信息","应用名称","日期","elapse","发生时间"
83065,"XMARTA1ZHD20E5_V1.1.5.3_20190103231832.64_REV08_ENG_Alpha","LMVHFEFZ5JA800537","
#-main repeat 1
	at android.graphics.BitmapFactory.nativeDecodeAsset(Native Method)
	at android.graphics.BitmapFactory.decodeStream(BitmapFactory.java:594)
	at android.graphics.BitmapFactory.decodeResourceStream(BitmapFactory.java:429)
	at android.graphics.drawable.Drawable.createFromResourceStream(Drawable.java:840)
	at android.content.res.Resources.loadDrawable(Resources.java:2159)
	at android.content.res.Resources.getDrawable(Resources.java:731)
	at android.graphics.drawable.StateListDrawable.inflate(StateListDrawable.java:176)
	at android.graphics.drawable.Drawable.createFromXmlInner(Drawable.java:937)
	at android.graphics.drawable.Drawable.createFromXml(Drawable.java:877)
	at android.content.res.Resources.loadDrawable(Resources.java:2141)
	at android.content.res.Resources.getDrawable(Resources.java:731)
	at android.widget.ImageView.resolveUri(ImageView.java:638)
	at android.widget.ImageView.setImageResource(ImageView.java:367)
	at com.xiaopeng.montecarlo.scenes.mapscene.MapFragment.switchNorthUp(MapFragment.java:825)
	at com.xiaopeng.montecarlo.scenes.mapscene.MapScenePresenter$17.run(MapScenePresenter.java:1464)
	at com.xiaopeng.montecarlo.base.MainFragment$SceneRunnable.run(MainFragment.java:921)
	at android.app.Activity.runOnUiThread(Activity.java:4713)
	at com.xiaopeng.montecarlo.scenes.mapscene.MapFragment.runOnUiThread(MapFragment.java:1729)
	at com.xiaopeng.montecarlo.scenes.mapscene.MapScenePresenter.updateMapModeButton(MapScenePresenter.java:1458)
	at com.xiaopeng.montecarlo.scenes.mapscene.MapScenePresenter$15.run(MapScenePresenter.java:1416)
	at com.xiaopeng.montecarlo.base.MainFragment$SceneRunnable.run(MainFragment.java:921)
	at android.app.Activity.runOnUiThread(Activity.java:4713)
	at com.xiaopeng.montecarlo.scenes.mapscene.MapFragment.runOnUiThread(MapFragment.java:1729)
	at com.xiaopeng.montecarlo.scenes.mapscene.MapScenePresenter.onMapModeChanged(MapScenePresenter.java:1413)
	at com.xiaopeng.montecarlo.scenes.mapscene.CustomMapListener.onMapModeChanged(CustomMapListener.java:211)
	at com.autonavi.gbl.map.GLMapEngine.onMapModeChanged(GLMapEngine.java:2952)
	at com.autonavi.gbl.map.GLMapEngine.nativeSetMapMode(Native Method)
	at com.autonavi.gbl.map.GLMapEngine.setMapMode(GLMapEngine.java:2164)
	at com.autonavi.gbl.map.GLMapView.setMapMode(GLMapView.java:5936)
	at com.xiaopeng.montecarlo.navcore.mapdisplay.MapViewWrapper.setMapMode(MapViewWrapper.java:756)
	at com.xiaopeng.montecarlo.scenes.mapscene.MapScenePresenter.initMapMode(MapScenePresenter.java:350)
	at com.xiaopeng.montecarlo.scenes.mapscene.MapFragment.onActivityCreated(MapFragment.java:270)
	at android.app.Fragment.performActivityCreated(Fragment.java:1709)
	at android.app.FragmentManagerImpl.moveToState(FragmentManager.java:908)
	at android.app.FragmentManagerImpl.moveToState(FragmentManager.java:1062)
	at android.app.BackStackRecord.run(BackStackRecord.java:684)
	at android.app.FragmentManagerImpl.execPendingActions(FragmentManager.java:1447)
	at android.app.Fragment.performStart(Fragment.java:1722)
	at android.app.FragmentManagerImpl.moveToState(FragmentManager.java:918)
	at android.app.FragmentManagerImpl.moveToState(FragmentManager.java:1062)
	at android.app.BackStackRecord.run(BackStackRecord.java:684)
	at android.app.FragmentManagerImpl.execPendingActions(FragmentManager.java:1447)
	at android.app.FragmentManagerImpl$1.run(FragmentManager.java:443)
	at android.os.Handler.handleCallback(Handler.java:733)
